STATE/UT,DISTRICT,Year,Rape,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnaping & Abduction,Kidnaping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Kidnaping & Abduction_Others,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Sexual Harassment,Assault on women with intent to Disrobe,Voyeurism,Stalking,Others,Insult to the Modesty of Women,At Office premises,In places related to work,In Public Transport system,In other Places,Cruelty by Husband or his Relatives,Importation of Girls ,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Deaths caused with intent to cause miscarriage,Causing miscarriage without consent of women,Dacoity_Total,Dacoity with Murder,Other Dacoity,Robbery,Arson,HumanTrafficking,Abetment of Suicides of Women,UnNatural Offences,Other IPC Crimes,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986","Commission of Sati Prevention Act, 1987","Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,ITP Under Section 5,ITP Under Section 6,ITP Under Section 7,ITP Under Section 8,ITP Under Other Sections,Other SLL Crimes against Women,Total Crimes against Women
CHHATTISGARH,JAGDALPUR,2014,32,0,0,0,32,0,32,0,31,0,0,0,0,31,1,42,42,0,0,0,0,0,0,0,0,0,20,0,12,2,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,236
CHHATTISGARH,JANJGIR,2014,64,0,0,0,64,4,60,0,106,79,1,0,25,1,20,141,54,8,0,2,77,7,0,0,0,7,90,0,20,9,2,0,9,9,0,0,0,0,0,0,0,6,2,1,15,0,289,0,0,0,0,0,0,0,0,0,0,2,783
CHHATTISGARH,JASHPUR,2014,86,0,0,0,86,8,78,0,33,14,0,0,8,11,0,48,48,0,0,0,0,0,0,0,0,0,11,0,23,3,0,0,16,16,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
CHHATTISGARH,KABIRDHAM,2014,39,0,0,0,39,0,39,1,54,47,1,0,6,0,6,84,0,4,0,2,78,2,0,2,0,0,14,0,14,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,0,158,0,0,0,0,0,0,0,0,0,0,0,383
CHHATTISGARH,KANKER,2014,40,0,0,0,40,0,40,0,31,31,0,0,0,0,5,37,0,0,0,0,37,2,0,0,0,2,25,0,18,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,8,0,76,0,0,0,0,0,0,0,0,0,0,0,256
CHHATTISGARH,KONDAGAON,2014,21,0,0,0,21,0,21,0,15,0,0,0,12,3,1,16,2,4,0,0,10,0,0,0,0,0,8,0,15,1,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,109
CHHATTISGARH,KORBA,2014,68,0,0,0,68,10,58,2,36,0,0,0,11,25,6,83,5,1,0,5,72,4,0,0,0,4,51,0,16,0,0,0,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
CHHATTISGARH,KORIYA,2014,58,0,0,0,58,3,55,0,62,50,0,0,12,0,2,74,74,0,0,0,0,1,0,0,0,1,59,0,17,5,0,0,170,170,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,451
CHHATTISGARH,MAHASAMUND,2014,44,0,0,0,44,0,44,0,65,52,0,0,7,6,10,99,1,0,0,0,98,4,0,0,0,4,28,0,12,5,0,0,2,2,0,0,1,0,0,0,0,0,0,0,4,0,193,0,0,0,0,0,0,0,0,0,0,0,467
CHHATTISGARH,MUNGALI,2014,10,0,0,0,10,1,9,0,32,32,0,0,0,0,6,38,0,0,0,0,38,15,0,0,0,15,14,0,11,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
CHHATTISGARH,NARAYANPUR,2014,7,0,0,0,7,0,7,0,5,3,0,0,2,0,0,6,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
CHHATTISGARH,RAIGARH,2014,121,0,0,0,121,3,118,0,49,0,0,0,0,49,7,140,140,0,0,0,0,1,0,1,0,0,46,0,29,6,1,0,142,142,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545
CHHATTISGARH,RAIPUR,2014,141,0,0,0,141,4,137,6,179,146,0,0,33,0,3,224,48,20,2,16,138,4,0,4,0,0,96,0,16,17,1,0,7,7,0,0,0,0,0,0,0,17,1,0,16,0,559,4,0,0,0,2,2,0,0,0,0,18,1311
CHHATTISGARH,RAJNANDGAON,2014,57,0,0,0,57,4,53,0,93,50,0,0,43,0,4,100,27,4,1,10,58,3,0,0,0,3,33,0,10,7,0,0,3,3,0,0,0,0,0,0,0,1,0,0,18,0,229,0,0,0,0,0,0,0,0,0,0,2,560
CHHATTISGARH,SARGUJA,2014,94,0,0,0,94,4,90,0,11,5,0,0,0,6,4,76,15,0,2,1,58,0,0,0,0,0,23,0,14,1,0,0,10,10,0,0,0,0,0,0,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,127,371
CHHATTISGARH,SUKMA,2014,5,0,0,0,5,0,5,0,5,2,0,0,2,1,0,5,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
CHHATTISGARH,SURAJPUR,2014,50,0,0,0,50,2,48,0,65,8,1,0,0,56,1,70,12,5,1,3,49,0,0,0,0,0,47,0,15,1,0,0,15,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
CHHATTISGARH,TOTAL,2014,1436,0,0,0,1436,64,1372,21,1393,922,5,0,263,203,128,2122,649,76,9,72,1316,79,0,13,0,66,964,0,375,115,5,0,716,716,0,0,1,0,0,0,0,62,13,34,102,4,3285,8,0,0,0,2,2,0,0,0,0,185,11050
GOA,NORTH GOA,2014,55,0,0,0,55,0,55,0,55,51,0,0,0,4,0,146,38,5,6,16,81,40,0,1,0,39,11,0,7,4,1,0,18,18,0,0,0,0,1,0,1,1,4,1,0,0,5,0,0,0,1,5,1,0,0,0,4,5,360
GOA,SOUTH GOA,2014,37,0,0,0,37,2,35,2,31,26,0,0,0,5,0,53,10,2,5,8,28,17,1,0,0,16,23,0,5,1,1,0,6,6,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,1,2,2,0,0,0,0,2,189
GOA,C. I. D.,2014,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,2,2,0,0,0,0,4,27
GOA,TOTAL,2014,95,0,0,0,95,2,93,2,86,77,0,0,0,9,0,202,50,7,11,25,109,57,1,1,0,55,35,0,12,5,2,0,24,24,0,0,0,0,1,0,1,6,6,14,0,0,7,0,0,0,2,9,5,0,0,0,4,11,576
GUJARAT,AHMEDABAD CITY,2014,100,0,0,0,100,0,100,0,261,48,0,1,201,11,11,162,68,1,2,12,79,3,0,0,0,3,802,0,16,9,4,0,22,19,3,0,0,0,0,0,0,127,0,2,11,1,271,0,0,0,1,14,9,1,0,1,3,180,1997
GUJARAT,AHMEDABAD RURAL,2014,18,0,0,0,18,0,18,0,80,34,0,0,21,25,0,31,4,0,0,0,27,0,0,0,0,0,142,0,10,8,1,0,11,11,0,0,0,0,0,0,0,1,0,0,5,0,142,0,0,0,0,0,0,0,0,0,0,33,482
GUJARAT,AMRELI,2014,7,0,0,0,7,0,7,1,65,4,0,0,61,0,0,21,0,0,0,0,21,1,0,0,0,1,139,0,7,2,0,0,18,18,0,0,0,0,0,0,0,3,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,67,366
GUJARAT,ANAND,2014,12,0,0,0,12,1,11,0,71,1,0,0,69,1,0,21,2,0,0,0,19,5,0,2,0,3,117,0,12,5,0,0,20,19,1,0,0,0,2,0,2,19,0,0,4,0,5,0,0,0,0,1,1,0,0,0,0,0,294
GUJARAT,ARVALLI,2014,5,0,0,0,5,0,5,0,37,8,0,0,21,8,0,19,19,0,0,0,0,2,0,0,0,2,69,0,10,4,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
GUJARAT,BANASKANTHA,2014,56,0,0,0,56,0,56,0,105,0,0,0,105,0,0,90,5,0,0,0,85,2,0,0,0,2,295,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,6,0,577
GUJARAT,BHARUCH,2014,42,0,0,0,42,1,41,0,45,5,0,0,31,9,0,49,15,3,1,8,22,0,0,0,0,0,63,0,17,7,0,0,7,7,0,0,0,0,1,0,1,8,0,0,0,0,31,0,0,0,0,1,1,0,0,0,0,18,289
GUJARAT,BHAVNAGAR,2014,17,0,0,0,17,0,17,0,97,0,0,0,97,0,0,39,10,0,0,0,29,36,1,1,0,34,155,0,8,2,3,0,13,13,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,25,412
GUJARAT,BOTAD,2014,11,0,0,0,11,0,11,0,25,24,0,0,1,0,0,11,0,0,0,0,11,0,0,0,0,0,39,0,4,1,0,0,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
GUJARAT,CHHOTAUDEPUR,2014,15,0,0,0,15,0,15,0,38,1,0,0,36,1,0,11,0,0,0,0,11,0,0,0,0,0,21,0,9,0,0,0,11,11,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
GUJARAT,C. I. D. CRIME,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,2014,27,0,0,0,27,0,27,0,95,76,0,0,0,19,0,28,0,0,0,0,28,0,0,0,0,0,133,0,11,2,0,0,32,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332
GUJARAT,DANG,2014,4,0,0,0,4,0,4,0,2,1,0,0,0,1,1,6,0,0,0,0,6,4,0,0,0,4,26,0,3,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
GUJARAT,DEVBHUMI DWARKA,2014,3,0,0,0,3,0,3,0,13,1,0,0,12,0,0,14,0,0,0,0,14,0,0,0,0,0,131,0,4,2,0,0,1,1,0,0,0,0,1,0,1,3,0,0,3,0,11,0,0,0,0,1,0,1,0,0,0,3,190
GUJARAT,GANDHINAGAR,2014,17,0,0,0,17,0,17,3,65,4,0,0,57,4,0,22,4,1,0,3,14,2,0,0,0,2,152,0,6,1,1,0,8,8,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319
GUJARAT,GIR SOMNATH,2014,17,0,0,0,17,0,17,0,29,22,0,0,5,2,1,30,4,0,0,0,26,2,0,0,0,2,125,0,4,0,0,0,5,5,0,0,0,0,0,0,0,2,1,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,230
GUJARAT,JAMNAGAR,2014,34,0,0,0,34,1,33,0,56,0,0,0,56,0,1,26,0,0,0,0,26,1,0,0,0,1,230,0,3,1,0,0,5,5,0,0,0,0,2,0,2,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,2,0,371
GUJARAT,JUNAGADH,2014,21,0,0,0,21,0,21,0,64,32,0,0,9,23,0,42,0,20,0,1,21,0,0,0,0,0,297,0,5,2,0,0,5,5,0,0,0,0,0,0,0,7,0,0,13,0,36,0,0,0,0,2,0,1,1,0,0,4,498
GUJARAT,KACHCHH EAST(G),2014,31,0,0,0,31,1,30,0,39,0,0,0,17,22,0,34,9,0,1,0,24,2,0,0,0,2,159,0,9,3,1,0,2,2,0,0,0,0,1,0,1,0,0,0,12,0,12,0,0,0,0,5,0,0,0,0,5,0,310
GUJARAT,KACHCHH WEST(B),2014,18,0,0,0,18,0,18,1,26,7,0,0,18,1,0,27,26,0,0,0,1,3,0,0,0,3,203,0,6,3,0,0,8,8,0,0,0,0,0,0,0,3,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,320
GUJARAT,KHEDA,2014,12,0,0,0,12,1,11,0,78,67,0,0,9,2,0,29,2,0,0,2,25,0,0,0,0,0,86,0,6,4,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,1,0,0,0,33,279
GUJARAT,MAHISAGAR,2014,10,0,0,0,10,0,10,0,22,5,0,0,16,1,0,15,7,1,0,1,6,0,0,0,0,0,96,0,3,1,1,0,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
GUJARAT,MEHSANA,2014,6,0,0,0,6,0,6,0,92,43,0,0,43,6,0,42,4,0,0,0,38,0,0,0,0,0,270,0,7,4,0,0,8,7,0,1,0,0,1,0,1,26,1,0,3,0,3,12,0,0,0,4,1,0,0,2,1,4,483
GUJARAT,MORBI,2014,9,0,0,0,9,0,9,0,22,5,0,0,17,0,3,17,0,0,0,0,17,1,0,0,0,1,92,0,7,2,1,0,6,6,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,33,207
GUJARAT,NARMADA,2014,8,0,0,0,8,0,8,0,15,0,0,0,15,0,0,21,21,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71
GUJARAT,NAVSARI,2014,15,0,0,0,15,0,15,0,32,4,0,0,19,9,0,19,11,0,0,0,8,0,0,0,0,0,69,0,6,2,0,0,2,2,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,149
GUJARAT,PANCHMAHAL,2014,24,0,0,0,24,0,24,1,66,65,0,0,0,1,0,28,20,0,1,1,6,0,0,0,0,0,106,0,9,0,0,0,17,17,0,0,0,0,1,0,1,3,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,296
GUJARAT,PATAN,2014,25,0,0,0,25,0,25,0,48,34,0,1,8,5,1,51,0,3,0,0,48,0,0,0,0,0,138,0,6,2,0,0,8,8,0,0,0,0,0,0,0,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,286
GUJARAT,PORBANDAR,2014,8,0,0,0,8,0,8,0,17,16,0,0,0,1,1,18,3,0,0,0,15,1,0,0,0,1,93,0,3,0,0,0,4,4,0,0,0,0,1,0,1,6,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,1,163
GUJARAT,RAJKOT CITY,2014,17,0,0,0,17,1,16,0,69,17,0,0,52,0,0,31,5,0,0,0,26,5,0,0,0,5,301,0,11,4,0,0,12,12,0,0,0,0,0,0,0,27,0,0,20,0,42,0,0,0,0,1,0,1,0,0,0,3,543
GUJARAT,RAJKOT RURAL,2014,30,0,0,0,30,0,30,0,61,0,0,0,60,1,1,36,12,1,0,1,22,1,0,0,0,1,234,0,2,1,0,0,6,6,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,389
GUJARAT,SABARKANTHA,2014,10,0,0,0,10,2,8,0,34,25,0,0,9,0,0,33,33,0,0,0,0,1,0,0,0,1,131,0,2,2,0,0,5,5,0,0,0,0,2,0,2,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231
GUJARAT,SURAT CITY,2014,94,0,0,0,94,4,90,0,120,16,0,0,101,3,2,70,45,0,0,1,24,0,0,0,0,0,405,0,3,1,0,0,6,6,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,708
GUJARAT,SURAT RURAL,2014,21,0,0,0,21,1,20,0,35,3,0,0,26,6,0,34,1,4,0,0,29,0,0,0,0,0,90,0,10,4,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,817
GUJARAT,SURENDRANAGAR,2014,22,0,0,0,22,2,20,0,37,7,0,0,19,11,0,36,7,3,0,0,26,0,0,0,0,0,89,0,9,4,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210
GUJARAT,TAPI,2014,15,0,0,0,15,0,15,0,10,0,0,0,10,0,0,9,0,0,0,0,9,89,0,0,0,89,20,0,5,0,0,0,9,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
GUJARAT,VADODARA CITY,2014,23,0,0,0,23,0,23,0,75,13,0,0,56,6,1,109,46,3,1,21,38,8,0,0,0,8,306,0,5,5,0,0,21,21,0,0,0,0,0,0,0,54,0,0,10,0,0,0,0,0,0,3,3,0,0,0,0,14,634
GUJARAT,VADODARA RURAL,2014,11,0,0,0,11,0,11,0,62,0,0,0,57,5,0,36,17,5,0,1,13,3,0,0,0,3,67,0,7,1,0,0,5,5,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,206
GUJARAT,VALSAD,2014,26,0,0,0,26,1,25,0,76,26,0,0,44,6,0,27,4,4,0,10,9,0,0,0,0,0,83,0,9,3,0,0,13,13,0,0,0,0,3,0,3,9,1,0,10,0,0,0,0,0,0,3,3,0,0,0,0,4,267
GUJARAT,W.RLY  AHMEDABAD,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,0,2,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14
GUJARAT,W.RLY VADODARA,2014,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GUJARAT,TOTAL,2014,841,0,0,0,841,16,825,6,2187,617,0,2,1378,190,23,1352,405,51,7,62,827,173,1,3,0,169,5991,0,258,93,13,0,366,360,5,1,0,0,18,0,18,377,7,2,164,1,649,53,0,0,2,45,18,5,1,3,18,1048,13669
HARYANA,AMBALA (RURAL),2014,25,0,0,0,25,5,20,6,58,0,2,0,24,32,9,17,15,0,0,0,2,0,0,0,0,0,52,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1,1,0,0,0,0,5,230
HARYANA,AMBALA (URBAN),2014,31,0,0,0,31,1,30,3,86,0,0,0,36,50,8,23,6,2,0,7,8,1,0,0,0,1,111,0,5,1,0,0,22,22,0,0,0,0,0,0,0,0,0,0,3,0,263,1,0,0,0,0,0,0,0,0,0,1,559
HARYANA,BHIWANI,2014,44,0,0,0,44,10,34,10,83,0,0,0,27,56,12,99,24,15,1,17,42,1,0,0,0,1,119,0,7,8,0,0,5,5,0,0,0,0,0,0,0,0,7,1,9,1,442,3,0,0,1,6,0,0,0,0,6,0,858
HARYANA,FARIDABAD,2014,101,0,0,0,101,13,88,4,272,3,0,0,190,79,20,94,35,21,1,17,20,16,0,0,0,16,302,0,20,5,2,0,16,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,857
HARYANA,FATEHABAD,2014,27,0,0,0,27,7,20,1,33,0,1,0,5,27,7,56,20,9,0,10,17,2,0,0,0,2,154,0,6,2,0,0,6,5,1,0,0,1,0,0,0,2,1,1,5,0,126,0,0,0,0,2,0,1,0,0,1,1,433
HARYANA,G. R. P.,2014,1,0,0,0,1,0,1,0,4,0,0,0,4,0,8,17,3,0,1,5,8,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,91,0,0,0,0,0,0,0,0,0,0,0,139
HARYANA,GURGAON,2014,117,0,0,0,117,16,101,13,260,41,1,1,53,164,19,155,50,10,5,35,55,13,0,1,2,10,277,0,27,0,0,0,4,3,1,0,0,0,1,0,1,4,0,3,6,1,499,2,1,0,0,10,0,8,1,0,1,14,1426
HARYANA,HISSAR,2014,55,0,0,0,55,11,44,3,62,1,0,0,16,45,14,91,52,5,1,18,15,1,0,0,0,1,323,0,14,1,0,0,12,10,2,0,0,0,0,0,0,0,3,0,9,0,229,1,0,0,1,0,0,0,0,0,0,1,820
HARYANA,JHAJJAR,2014,56,0,0,0,56,6,50,2,17,0,0,0,15,2,25,47,16,7,1,1,22,7,0,0,0,7,125,0,17,6,0,0,9,9,0,0,0,0,0,0,0,1,0,0,5,1,16,0,0,0,0,4,4,0,0,0,0,0,338
HARYANA,JIND,2014,23,0,0,0,23,6,17,6,67,0,0,0,20,47,12,67,24,26,0,5,12,0,0,0,0,0,120,0,3,2,0,0,9,8,0,1,0,0,0,0,0,0,3,0,12,0,279,0,0,0,0,0,0,0,0,0,0,0,603
HARYANA,KAITHAL,2014,33,0,0,0,33,8,25,1,77,0,0,0,5,72,10,58,25,13,1,6,13,0,0,0,0,0,116,0,14,3,3,0,12,12,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,339
HARYANA,KARNAL,2014,100,0,0,0,100,19,81,10,186,0,0,0,47,139,17,95,11,2,0,24,58,3,0,0,0,3,223,0,9,3,0,0,29,29,0,0,1,3,0,0,0,1,1,0,5,0,12,1,0,0,0,6,0,0,0,0,6,5,710
HARYANA,KURUKSHETRA,2014,35,0,0,0,35,2,33,9,57,0,0,0,57,0,6,59,11,8,1,10,29,7,0,0,0,7,100,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,278
HARYANA,MAHENDERGARH,2014,24,0,0,0,24,1,23,7,59,0,0,0,10,49,15,78,20,44,1,7,6,7,0,0,0,7,78,0,8,0,1,0,12,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
HARYANA,MEWAT,2014,85,0,0,0,85,40,45,2,30,1,0,0,23,6,5,86,26,4,2,3,51,1,0,0,0,1,106,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,329
HARYANA,PALWAL,2014,49,0,0,0,49,14,35,3,72,0,0,0,23,49,16,96,45,16,2,7,26,0,0,0,0,0,193,0,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,102,0,0,0,0,1,0,0,0,0,1,0,556
HARYANA,PANCHKULA,2014,36,0,0,0,36,1,35,2,90,0,0,0,18,72,5,30,9,1,1,9,10,3,1,0,0,2,73,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,310
HARYANA,PANIPAT,2014,64,0,0,0,64,16,48,12,92,2,0,0,78,12,18,97,37,13,0,22,25,0,0,0,0,0,227,0,17,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,6,0,101,2,0,0,0,0,0,0,0,0,0,0,641
HARYANA,REWARI,2014,41,0,0,0,41,5,36,16,83,0,0,0,83,0,11,65,41,0,5,9,10,35,0,0,0,35,105,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,3,0,0,0,0,0,381
HARYANA,ROHTAK,2014,68,0,0,0,68,13,55,3,19,2,0,0,8,9,16,98,31,13,0,27,27,0,0,0,0,0,168,0,14,2,2,0,2,1,0,1,0,0,0,0,0,0,0,1,16,0,271,1,0,0,0,5,5,0,0,0,0,2,688
HARYANA,SIRSA,2014,49,0,0,0,49,9,40,7,65,63,1,0,0,1,5,86,52,9,2,15,8,2,0,0,0,2,174,0,8,4,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,407
HARYANA,SONIPAT,2014,60,0,0,0,60,14,46,9,68,0,0,0,62,6,28,98,23,9,0,13,53,2,0,0,0,2,162,0,19,15,1,0,5,5,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,482
HARYANA,YAMUNANAGAR,2014,50,0,0,0,50,13,37,7,82,0,0,0,82,0,7,76,23,2,1,17,33,0,0,0,0,0,170,0,8,1,0,0,10,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
HARYANA,IRRIGATION & POWER,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,TOTAL,2014,1174,0,0,0,1174,230,944,136,1922,113,5,1,886,917,293,1688,599,229,26,284,550,102,1,1,2,98,3478,0,232,62,10,0,164,157,5,2,1,4,1,0,1,66,20,6,120,8,2510,13,1,0,4,43,17,9,1,0,16,30,12088
HIMACHAL PRADESH,BADDI,2014,9,0,0,0,9,0,9,0,10,2,0,0,8,0,0,15,3,0,1,1,10,1,0,0,0,1,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,64
HIMACHAL PRADESH,BILASPUR,2014,15,0,0,0,15,0,15,1,43,0,0,0,42,1,0,72,16,0,0,2,54,0,0,0,0,0,25,0,2,1,0,0,18,18,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,183
HIMACHAL PRADESH,CHAMBA,2014,23,0,0,0,23,0,23,0,19,0,0,0,19,0,0,27,6,4,1,5,11,1,0,0,0,1,9,0,1,1,0,0,13,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
HIMACHAL PRADESH,C. I. D.,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
HIMACHAL PRADESH,G. R. P.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2014,13,0,0,0,13,0,13,0,13,13,0,0,0,0,0,32,0,0,0,0,32,14,0,0,0,14,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
HIMACHAL PRADESH,KANGRA,2014,43,0,0,0,43,1,42,3,26,0,0,0,26,0,0,79,17,3,1,9,49,15,0,0,0,15,46,0,11,3,1,0,25,25,0,0,0,0,0,0,0,0,1,0,25,0,1,0,0,0,5,1,1,0,0,0,0,0,285
HIMACHAL PRADESH,KINNAUR,2014,10,0,0,0,10,0,10,0,3,3,0,0,0,0,0,5,0,0,0,0,5,1,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
