STATE/UT,DISTRICT,Year,Rape,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnaping & Abduction,Kidnaping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Kidnaping & Abduction_Others,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Sexual Harassment,Assault on women with intent to Disrobe,Voyeurism,Stalking,Others,Insult to the Modesty of Women,At Office premises,In places related to work,In Public Transport system,In other Places,Cruelty by Husband or his Relatives,Importation of Girls ,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Deaths caused with intent to cause miscarriage,Causing miscarriage without consent of women,Dacoity_Total,Dacoity with Murder,Other Dacoity,Robbery,Arson,HumanTrafficking,Abetment of Suicides of Women,UnNatural Offences,Other IPC Crimes,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986","Commission of Sati Prevention Act, 1987","Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,ITP Under Section 5,ITP Under Section 6,ITP Under Section 7,ITP Under Section 8,ITP Under Other Sections,Other SLL Crimes against Women,Total Crimes against Women
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2014,3,0,0,0,3,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ARUNACHAL PRADESH,PAPUM PARE CITY,2014,32,0,0,0,32,2,30,2,36,22,0,1,1,12,1,26,1,0,0,0,25,0,0,0,0,0,21,0,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
ARUNACHAL PRADESH,PAPUM PARE RURAL,2014,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ARUNACHAL PRADESH,SIANG EAST,2014,11,0,0,0,11,1,10,3,2,0,0,0,0,2,0,21,8,0,0,0,13,0,0,0,0,0,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
ARUNACHAL PRADESH,SIANG UPPER,2014,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,SIANG WEST,2014,6,0,0,0,6,0,6,3,1,0,1,0,0,0,0,11,0,0,0,0,11,3,0,0,0,3,8,0,3,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
ARUNACHAL PRADESH,SUBANSIRI LOWER,2014,1,0,0,0,1,1,0,0,2,0,0,0,0,2,0,6,0,0,0,0,6,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ARUNACHAL PRADESH,SUBANSIRI UPPER,2014,5,0,0,0,5,0,5,1,2,0,0,0,2,0,0,16,0,0,0,0,16,0,0,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
ARUNACHAL PRADESH,TAWANG,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,TIRAP,2014,3,0,0,0,3,0,3,0,3,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ARUNACHAL PRADESH,TOTAL,2014,83,4,0,4,79,5,74,10,91,25,1,1,20,44,1,121,21,0,6,1,93,3,0,0,0,3,42,0,14,4,0,0,24,24,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396
ASSAM,BARPETA,2014,143,0,0,0,143,0,143,0,359,0,0,0,359,0,21,556,198,358,0,0,0,0,0,0,0,0,1116,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2206
ASSAM,BASKA,2014,26,0,0,0,26,0,26,0,36,0,0,0,36,0,4,27,0,0,0,0,27,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,174
ASSAM,BONGAIGAON,2014,31,0,0,0,31,0,31,0,29,0,0,0,29,0,4,8,0,0,0,0,8,0,0,0,0,0,178,0,2,3,0,0,16,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
ASSAM,CACHAR,2014,81,0,0,0,81,0,81,0,214,0,0,0,214,0,14,50,0,0,0,0,50,0,0,0,0,0,595,0,4,1,0,0,3,3,0,0,0,0,1,0,1,0,5,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,986
ASSAM,CHIRANG,2014,29,0,0,0,29,1,28,5,42,0,0,0,42,0,7,33,0,0,0,0,33,0,0,0,0,0,60,0,7,1,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
ASSAM,DARRANG,2014,111,0,0,0,111,3,108,23,186,0,0,0,186,0,11,453,33,0,0,0,420,0,0,0,0,0,489,0,4,0,0,0,47,47,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329
ASSAM,DHEMAJI,2014,45,0,0,0,45,5,40,12,68,0,0,0,68,0,3,51,3,18,0,0,30,1,0,1,0,0,111,0,1,0,2,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,329
ASSAM,DHUBRI,2014,193,0,0,0,193,0,193,0,405,0,0,0,405,0,10,193,0,0,0,0,193,0,0,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
ASSAM,DIBRUGARH,2014,67,0,0,0,67,0,67,0,123,0,0,0,123,0,5,105,0,0,0,0,105,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,554
ASSAM,GOALPARA,2014,108,0,0,0,108,0,108,0,119,0,0,0,119,0,8,121,0,0,0,0,121,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725
ASSAM,GOLAGHAT,2014,74,0,0,0,74,0,74,37,190,0,0,0,190,0,7,74,0,0,0,0,74,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552
ASSAM,GUWAHATI CITY,2014,100,0,0,0,100,1,99,25,424,0,0,3,421,0,11,143,50,23,0,0,70,0,0,0,0,0,486,0,13,7,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,8,6,0,2,0,0,0,1314
ASSAM,HAILAKANDI,2014,77,0,0,0,77,0,77,0,89,0,0,0,89,0,4,23,0,0,0,0,23,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402
ASSAM,JORHAT,2014,36,0,0,0,36,0,36,0,72,0,0,0,72,0,6,157,0,0,0,0,157,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672
ASSAM,KAMRUP,2014,77,0,0,0,77,0,77,23,47,0,0,0,39,8,1,15,0,0,0,0,15,0,0,0,0,0,595,0,2,0,0,0,3,3,0,0,0,0,1,0,1,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788
ASSAM,KARBI ANGLONG,2014,23,0,0,0,23,1,22,6,55,0,0,0,55,0,0,26,0,0,0,0,26,0,0,0,0,0,42,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,30,0,0,0,1,0,0,0,0,0,0,0,206
ASSAM,KARIMGANJ,2014,76,0,0,0,76,2,74,0,109,0,0,0,109,0,13,10,0,0,0,0,10,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,546
ASSAM,KOKRAJHAR,2014,45,0,0,0,45,0,45,0,79,0,0,0,79,0,3,47,0,0,0,0,47,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,248
ASSAM,LAKHIMPUR,2014,67,0,0,0,67,0,67,0,150,0,0,0,150,0,4,55,0,0,0,0,55,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645
ASSAM,MORIGAON,2014,81,0,0,0,81,0,81,14,174,0,0,0,174,0,7,328,0,0,0,0,328,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,2,0,965
ASSAM,N. C. HILLS,2014,6,0,0,0,6,0,6,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,43
ASSAM,NAGAON,2014,187,0,0,0,187,10,177,78,295,0,0,0,295,0,22,350,174,0,0,0,176,0,0,0,0,0,1162,0,0,3,0,0,42,42,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,0,0,0,0,3,0,2154
ASSAM,NALBARI,2014,41,0,0,0,41,0,41,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
ASSAM,SIBSAGAR,2014,44,0,0,0,44,0,44,0,177,0,0,0,177,0,6,153,0,0,0,0,153,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713
ASSAM,SONITPUR,2014,112,0,0,0,112,0,112,0,202,0,0,0,202,0,5,20,0,0,0,0,20,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,724
ASSAM,TINSUKIA,2014,66,0,0,0,66,0,66,3,64,0,0,0,64,0,3,66,0,0,0,0,66,0,0,0,0,0,164,0,12,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,4,0,458
ASSAM,UDALGURI,2014,34,0,0,0,34,0,34,1,62,0,1,0,61,0,9,35,0,0,0,0,35,0,0,0,0,0,81,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
ASSAM,TOTAL,2014,1980,0,0,0,1980,23,1957,227,3895,0,1,3,3883,8,188,3099,458,399,0,0,2242,1,0,1,0,0,9626,1,67,23,2,0,173,173,0,0,0,0,3,0,3,116,11,30,0,0,45,92,0,0,1,29,6,1,2,0,20,0,19609
BIHAR,ARARIA,2014,35,0,0,0,35,0,35,0,68,0,0,0,68,0,17,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,161
BIHAR,ARWAL,2014,6,0,0,0,6,0,6,0,18,0,0,0,18,0,11,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,79
BIHAR,AURANGABAD,2014,12,0,0,0,12,1,11,10,70,0,0,1,69,0,28,29,25,2,0,1,1,0,0,0,0,0,110,0,4,2,0,0,30,29,1,0,0,0,16,0,16,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,361
BIHAR,BAGAHA,2014,14,0,0,0,14,1,13,9,56,0,0,0,56,0,7,38,25,12,0,1,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,32,0,0,0,5,5,0,0,0,0,0,223
BIHAR,BANKA,2014,22,0,0,0,22,0,22,0,62,0,0,0,62,0,23,3,0,3,0,0,0,0,0,0,0,0,64,0,6,18,0,34,54,54,0,0,0,0,0,0,0,0,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,328
BIHAR,BEGUSARAI,2014,30,0,0,0,30,5,25,27,132,0,0,0,132,0,28,37,2,3,0,3,29,1,0,0,0,1,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,4,2,2,0,0,0,0,371
BIHAR,BETTIAH,2014,33,0,0,0,33,0,33,0,102,0,0,0,102,0,39,0,0,0,0,0,0,0,0,0,0,0,106,0,5,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
BIHAR,BHABHUA,2014,12,0,0,0,12,0,12,16,61,2,0,0,59,0,12,0,0,0,0,0,0,0,0,0,0,0,44,0,6,12,0,0,0,0,0,0,0,0,2,0,2,2,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,182
BIHAR,BHAGALPUR,2014,52,0,0,0,52,2,50,25,165,0,0,0,165,0,20,31,16,13,0,2,0,0,0,0,0,0,161,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,109,0,0,0,0,0,0,0,0,0,0,565
BIHAR,BHOJPUR,2014,32,0,0,0,32,5,27,15,115,0,0,0,107,8,46,7,2,5,0,0,0,0,0,0,0,0,129,0,35,47,3,44,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,557
BIHAR,BUXAR,2014,16,0,0,0,16,0,16,0,72,0,0,0,72,0,24,13,13,0,0,0,0,0,0,0,0,0,95,0,6,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,319
BIHAR,DARBHANGA,2014,50,0,0,0,50,0,50,56,216,0,0,0,216,0,30,8,8,0,0,0,0,0,0,0,0,0,298,0,4,15,1,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,896
BIHAR,GAYA,2014,48,0,0,0,48,0,48,26,174,0,0,0,174,0,63,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,0,0,112,2,2,0,0,0,0,0,731
BIHAR,GOPALGANJ,2014,14,0,0,0,14,5,9,0,110,0,0,0,110,0,33,0,0,0,0,0,0,6,0,0,0,6,156,0,13,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457
BIHAR,JAMALPUR RAILWAY,2014,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
BIHAR,JAMUI,2014,23,0,0,0,23,1,22,23,46,0,2,0,41,3,21,10,0,0,0,0,10,1,0,0,0,1,46,0,15,2,2,0,8,8,0,0,0,0,1,0,1,0,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,243
BIHAR,JEHANABAD,2014,10,0,0,0,10,1,9,13,66,11,0,0,55,0,22,0,0,0,0,0,0,0,0,0,0,0,56,0,10,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
BIHAR,KATIHAR,2014,65,0,0,0,65,0,65,17,116,0,0,0,103,13,14,0,0,0,0,0,0,0,0,0,0,0,59,0,2,9,0,0,22,22,0,0,0,0,3,0,3,4,2,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,380
BIHAR,KATIHAR RAILWAY,2014,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,3,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
BIHAR,KHAGARIA,2014,14,0,0,0,14,0,14,17,92,0,0,0,92,0,17,2,2,0,0,0,0,0,0,0,0,0,19,0,7,3,0,0,26,26,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,202
BIHAR,KISHANGANJ,2014,64,0,0,0,64,0,64,0,101,0,0,0,101,0,12,22,1,0,0,0,21,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,7,7,0,0,0,0,0,318
BIHAR,LAKHISARAI,2014,10,0,0,0,10,1,9,5,35,0,0,0,35,0,8,63,43,20,0,0,0,1,0,0,0,1,29,0,9,8,1,0,4,4,0,0,0,0,0,0,0,5,2,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,215
BIHAR,MADHEPURA,2014,10,0,0,0,10,0,10,19,64,3,4,0,57,0,8,8,8,0,0,0,0,0,0,0,0,0,50,0,5,10,0,3,2,2,0,0,0,0,1,0,1,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,202
BIHAR,MADHUBANI,2014,41,0,0,0,41,0,41,11,169,0,0,0,169,0,34,9,9,0,0,0,0,0,0,0,0,0,227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
BIHAR,MOTIHARI,2014,31,0,0,0,31,0,31,0,223,0,0,0,223,0,75,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,759
BIHAR,MUNGER,2014,11,0,0,0,11,0,11,8,49,8,2,1,38,0,8,5,3,2,0,0,0,0,0,0,0,0,48,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
BIHAR,MUZAFFARPUR,2014,44,0,0,0,44,0,44,61,215,0,0,0,215,0,178,166,83,0,0,0,83,0,0,0,0,0,109,5,43,16,9,0,968,968,0,0,0,0,9,0,9,58,9,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,2068
BIHAR,MUZAFFARPUR RAILWAY,2014,2,0,0,0,2,0,2,0,2,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
BIHAR,NALANDA,2014,29,0,0,0,29,1,28,12,124,5,0,0,119,0,59,4,0,0,4,0,0,0,0,0,0,0,271,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,707
BIHAR,NAUGACHIA,2014,10,0,0,0,10,0,10,0,36,0,0,0,36,0,10,3,3,0,0,0,0,0,0,0,0,0,88,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
BIHAR,NAWADAH,2014,22,0,0,0,22,0,22,3,57,0,0,0,57,0,22,10,10,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,205
BIHAR,PATNA,2014,86,0,0,0,86,1,85,28,519,0,0,0,519,0,83,0,0,0,0,0,0,60,0,0,0,60,535,0,78,0,0,0,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,10,10,0,0,0,0,0,1690
BIHAR,PATNA RAILWAY,2014,1,0,0,0,1,0,1,0,1,0,1,0,0,0,5,13,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
BIHAR,PURNEA,2014,66,0,0,0,66,0,66,0,140,0,0,0,140,0,26,30,0,0,0,0,30,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,393
BIHAR,ROHTAS,2014,22,0,0,0,22,0,22,5,115,0,0,0,115,0,54,0,0,0,0,0,0,0,0,0,0,0,106,0,17,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
BIHAR,SAHARSA,2014,14,0,0,0,14,0,14,0,94,0,0,0,94,0,19,0,0,0,0,0,0,0,0,0,0,0,70,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
BIHAR,SAMASTIPUR,2014,38,0,0,0,38,0,38,40,173,0,0,0,173,0,39,0,0,0,0,0,0,0,0,0,0,0,184,0,33,20,7,0,75,75,0,0,0,0,0,0,0,15,5,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,701
BIHAR,SARAN,2014,37,0,0,0,37,0,37,0,160,0,0,0,160,0,83,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,13,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,526
BIHAR,SHEIKHPURA,2014,5,0,0,0,5,0,5,0,34,0,0,0,34,0,6,18,1,0,0,0,17,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,180
BIHAR,SHEOHAR,2014,8,0,0,0,8,0,8,5,24,0,0,0,24,0,6,16,10,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,80
BIHAR,SITAMARHI,2014,11,0,0,0,11,0,11,20,188,0,0,0,188,0,29,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,2,0,0,0,115,125,0,0,0,0,0,0,0,0,0,137,881
BIHAR,SIWAN,2014,17,0,0,0,17,0,17,0,152,0,0,0,152,0,64,7,0,0,0,0,7,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,515
BIHAR,SUPAUL,2014,32,0,0,0,32,0,32,13,90,26,0,0,64,0,22,0,0,0,0,0,0,0,0,0,0,0,83,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,275
BIHAR,VAISHALI,2014,28,0,0,0,28,0,28,0,226,0,0,0,222,4,66,0,0,0,0,0,0,0,0,0,0,0,139,0,3,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482
BIHAR,ECONOMIC OFFENCES UNIT,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ANTI TERRORIST SQUAD,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,TOTAL,2014,1127,0,0,0,1127,24,1103,484,4735,55,9,2,4641,28,1373,572,271,61,4,7,229,69,0,0,0,69,4672,5,317,311,23,81,1637,1635,2,0,0,0,35,0,35,100,51,8,0,0,115,2203,0,0,112,31,29,2,0,0,0,147,18208
CHHATTISGARH,BALOD,2014,34,0,0,0,34,2,32,0,18,0,0,0,18,0,4,62,16,8,0,9,29,3,0,0,0,3,23,0,8,8,0,0,3,3,0,0,0,0,0,0,0,2,0,0,1,0,198,0,0,0,0,0,0,0,0,0,0,5,369
CHHATTISGARH,BALODBAZAR,2014,40,0,0,0,40,5,35,6,113,113,0,0,0,0,8,95,84,11,0,0,0,6,0,6,0,0,32,0,8,2,0,0,177,177,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,492
CHHATTISGARH,BALRAMPUR,2014,111,0,0,0,111,6,105,0,14,0,0,0,0,14,5,62,0,0,0,0,62,1,0,0,0,1,39,0,29,8,0,0,27,27,0,0,0,0,0,0,0,0,0,4,5,0,166,0,0,0,0,0,0,0,0,0,0,9,480
CHHATTISGARH,BEMETRA,2014,41,0,0,0,41,2,39,0,23,0,0,0,23,0,3,56,0,0,0,0,56,0,0,0,0,0,19,0,7,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,200,1,0,0,0,0,0,0,0,0,0,0,354
CHHATTISGARH,BILASPUR,2014,94,0,0,0,94,4,90,0,156,132,0,0,24,0,13,211,49,2,3,15,142,5,0,0,0,5,75,0,36,8,0,0,14,14,0,0,0,0,0,0,0,4,1,0,13,0,270,0,0,0,0,0,0,0,0,0,0,10,910
CHHATTISGARH,BIZAPUR,2014,6,0,0,0,6,0,6,0,8,6,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,62
CHHATTISGARH,DANTEWARA,2014,11,0,0,0,11,1,10,0,6,3,0,0,3,0,0,9,3,1,0,1,4,0,0,0,0,0,6,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,52
CHHATTISGARH,DHAMTARI,2014,36,0,0,0,36,0,36,1,19,12,0,0,7,0,3,49,4,6,0,3,36,6,0,0,0,6,9,0,10,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,129,0,0,0,0,0,0,0,0,0,0,0,275
CHHATTISGARH,DURG,2014,84,0,0,0,84,0,84,4,150,126,0,0,24,0,12,254,0,0,0,0,254,12,0,0,0,12,172,0,14,13,0,0,7,7,0,0,0,0,0,0,0,15,2,3,6,2,633,1,0,0,0,0,0,0,0,0,0,12,1396
CHHATTISGARH,GARIYABAND,2014,42,0,0,0,42,1,41,1,13,10,0,0,3,0,3,31,12,1,0,4,14,3,0,0,0,3,14,0,7,3,0,0,6,6,0,0,0,0,0,0,0,1,0,0,0,1,87,1,0,0,0,0,0,0,0,0,0,0,213
CHHATTISGARH,G. R. P. RAIPUR,2014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,8,7,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20
